UniqueMemberRef,MemberName,FirstName,LastName,Gender,DateOfBirth,YearOfBirth,Postcode,NHSNumber,ClientName,ClientIdentifier,SchemeCategory,SchemeIdentifier,Plan,Product,RegistrationStatus,JoinDate,LapseDate,ContractStartDate,ContractEndDate,LengthOfServiceYears
UM0000713,Isla Harris,Isla,Harris,Female,1984-10-21,1984,M1 5ZO,7437876986,Healthcare Co,C1526,Corporate,S25301,Platinum,Enhanced,Active,2023-08-31,,2022-10-24,2026-11-02,2
UM0000714,Isabella Davies,Isabella,Davies,Female,1974-01-02,1974,W1A 9HG,2944967591,GlobalHealth Ltd,C4688,Individual,S34440,Silver,Executive,Active,2011-07-31,,2010-10-04,2018-06-22,14
UM0000715,Sophie Taylor,Sophie,Taylor,Female,1979-07-16,1979,NW1 6ID,4604996574,BlueShield UK,C7059,Corporate,S50555,Platinum,Executive,Active,2018-04-14,,2018-03-18,2024-03-02,7
UM0000716,Charlie Taylor,Charlie,Taylor,Male,1982-02-27,1982,B1 5EE,6024179341,TrustHealth Ltd,C4347,Family,S56330,Platinum,Enhanced,Active,2017-01-28,,2016-03-10,2019-07-03,8
UM0000717,Sophia Smith,Sophia,Smith,Female,1963-01-05,1963,W1A 7XM,0125154742,TrustHealth Ltd,C4716,Individual,S16382,Bronze,Executive,Active,2017-05-10,,2016-08-01,2021-04-04,8
UM0000718,Lily Johnson,Lily,Johnson,Female,1998-06-25,1998,SE1 3RL,4233536711,Healthcare Co,C7591,Corporate,S78010,Enhanced,Standard,Active,2017-12-30,,2017-07-01,2021-10-14,7
UM0000719,Isabella Smith,Isabella,Smith,Female,2000-12-12,2000,LS1 9MV,5918196756,Mercer Group,C6603,Corporate,S95058,Enhanced,Enhanced,Active,2012-08-14,,2012-02-29,2021-06-11,13
UM0000720,Oliver Jones,Oliver,Jones,Male,1969-09-26,1969,W2 3NL,7775128587,BlueShield UK,C5929,Individual,S16686,Silver,Executive,Active,2024-02-09,,2023-10-14,2029-06-07,1
UM0000721,Olivia Brown,Olivia,Brown,Female,1990-02-21,1990,EN1 6OM,2280706034,GlobalHealth Ltd,C1899,Family,S40877,Silver,Executive,Active,2010-12-22,,2010-09-02,2013-07-13,14
UM0000722,Freddie Brown,Freddie,Brown,Male,1956-06-04,1956,SW1A 7AX,9186931708,Mercer Group,C1067,Individual,S66740,Silver,Executive,Active,2016-09-19,,2016-09-14,2023-01-01,9
UM0000723,Mia Johnson,Mia,Johnson,Female,1991-04-22,1991,B1 7BR,8176071664,BlueShield UK,C1231,Family,S52988,Platinum,Enhanced,Active,2016-06-04,,2016-01-06,2022-04-27,9
UM0000724,Arthur Wright,Arthur,Wright,Male,1974-12-28,1974,E1 0CO,1705033759,Mercer Group,C6593,Individual,S56745,Enhanced,Executive,Active,2012-07-03,,2011-11-09,2021-08-28,13
UM0000725,Sophia Johnson,Sophia,Johnson,Female,1981-09-12,1981,N1 6IQ,6477105236,Mercer Group,C1346,Corporate,S12866,Bronze,Executive,Active,2020-12-07,,2020-09-25,2025-06-11,4
UM0000726,Mia Taylor,Mia,Taylor,Female,1997-05-24,1997,B1 0EM,9891258427,Acme Corp,C1817,Family,S20457,Gold,Executive,Active,2020-07-27,,2020-05-16,2025-04-21,5
UM0000727,Thomas Robinson,Thomas,Robinson,Male,1962-01-11,1962,LS1 0UU,8267158400,GlobalHealth Ltd,C4220,Family,S97727,Standard,Executive,Pending,2015-08-23,,2015-01-15,2016-02-17,10
UM0000728,Alfie White,Alfie,White,Male,1980-04-13,1980,KT1 5PE,3451072475,GlobalHealth Ltd,C1891,Corporate,S74251,Gold,Standard,Active,2015-09-22,,2015-04-19,2018-11-06,10
UM0000729,Ella Wilson,Ella,Wilson,Female,1970-02-26,1970,E1 5ZJ,8469120722,Mercer Group,C6637,Individual,S75791,Gold,Standard,Lapsed,2020-05-03,2024-12-30,2020-03-29,2024-10-01,5
UM0000730,Arthur Wright,Arthur,Wright,Male,1986-06-18,1986,W1A 9KX,8572896060,Mercer Group,C5698,Family,S64418,Silver,Enhanced,Lapsed,2015-04-02,2017-07-14,2014-12-17,2017-05-28,10
UM0000731,Jack Wilson,Jack,Wilson,Male,1991-05-17,1991,LS1 1GS,1653699421,Acme Corp,C8850,Corporate,S76720,Executive,Standard,Active,2013-06-09,,2013-05-19,2018-07-25,12
UM0000732,Harry Thomas,Harry,Thomas,Male,1967-05-27,1967,KT1 1TQ,0579024767,Mercer Group,C6156,Corporate,S51602,Enhanced,Enhanced,Active,2013-02-28,,2012-07-30,2013-10-14,12
UM0000733,Sophia Williams,Sophia,Williams,Female,1980-01-06,1980,N1 2DY,8334636423,TrustHealth Ltd,C8923,Family,S11621,Standard,Executive,Active,2010-01-07,,2009-08-11,2017-08-08,15
UM0000734,Isla Thompson,Isla,Thompson,Female,1986-01-17,1986,E1 3PX,5238539613,TrustHealth Ltd,C5931,Corporate,S78670,Gold,Standard,Active,2019-05-26,,2018-10-02,2020-12-22,6
UM0000735,Oscar Jones,Oscar,Jones,Male,1979-01-30,1979,KT1 6EB,6846684534,BlueShield UK,C8951,Family,S58975,Enhanced,Enhanced,Active,2010-11-25,,2010-07-02,2016-02-18,14
UM0000736,Isla Robinson,Isla,Robinson,Female,1997-10-08,1997,BR1 5RE,5060766659,Acme Corp,C3979,Individual,S67114,Bronze,Standard,Active,2011-12-02,,2011-01-26,2014-02-16,13
UM0000737,Ava Taylor,Ava,Taylor,Female,1963-01-26,1963,KT1 1WN,6975486776,Healthcare Co,C9654,Family,S14625,Enhanced,Standard,Active,2019-02-16,,2018-10-14,2028-01-26,6
UM0000738,Sophie Robinson,Sophie,Robinson,Female,1983-10-25,1983,EN1 5FI,8007207366,GlobalHealth Ltd,C7686,Corporate,S46727,Standard,Standard,Active,2014-11-05,,2014-01-13,2021-10-20,10
UM0000739,George Davies,George,Davies,Male,1983-12-23,1983,E1 6WL,1309442848,GlobalHealth Ltd,C5329,Family,S38688,Enhanced,Standard,Active,2010-03-08,,2009-03-25,2011-06-11,15
UM0000740,Lily Williams,Lily,Williams,Female,1996-05-11,1996,NW1 0RA,4636302566,Acme Corp,C8315,Individual,S66552,Executive,Enhanced,Active,2021-03-18,,2020-04-15,2025-02-18,4
UM0000741,Oliver Evans,Oliver,Evans,Male,1975-08-14,1975,SE1 9SO,1465673207,Healthcare Co,C7177,Individual,S97291,Platinum,Executive,Active,2018-10-13,,2018-02-10,2019-04-25,7
UM0000742,Charlotte Wilson,Charlotte,Wilson,Female,1991-04-27,1991,NW1 7QS,0965352779,BlueShield UK,C6239,Family,S20877,Platinum,Standard,Active,2012-04-30,,2012-01-16,2021-12-21,13
UM0000743,Charlotte Davies,Charlotte,Davies,Female,1987-06-18,1987,B1 8TD,2664714983,TrustHealth Ltd,C9503,Individual,S86395,Bronze,Enhanced,Active,2022-11-07,,2022-10-21,2027-01-31,2
UM0000744,Charlie Wilson,Charlie,Wilson,Male,1974-11-01,1974,SW3 7SY,0944099617,Acme Corp,C2291,Individual,S81995,Enhanced,Standard,Active,2022-04-19,,2022-01-06,2029-12-27,3
UM0000745,William Taylor,William,Taylor,Male,1961-05-27,1961,NW1 3QB,8018571728,Acme Corp,C3449,Individual,S34473,Platinum,Standard,Active,2021-09-24,,2021-02-25,2029-07-12,4
UM0000746,Mia Jones,Mia,Jones,Female,1974-09-14,1974,SW1A 9LT,4399178315,Healthcare Co,C9625,Corporate,S20255,Enhanced,Enhanced,Active,2012-05-27,,2012-02-28,2016-01-21,13
UM0000747,Freddie Davies,Freddie,Davies,Male,2000-11-21,2000,LS1 4VV,0951904671,Healthcare Co,C5278,Family,S31224,Enhanced,Executive,Active,2013-07-01,,2013-03-17,2018-08-08,12
UM0000748,Arthur Davies,Arthur,Davies,Male,1983-03-19,1983,E1 0GR,8541903093,Healthcare Co,C8526,Family,S69438,Bronze,Executive,Active,2017-01-12,,2016-02-22,2019-02-15,8
UM0000749,Mia Williams,Mia,Williams,Female,1990-08-08,1990,W1A 4GO,3823238287,GlobalHealth Ltd,C2506,Corporate,S61318,Executive,Enhanced,Lapsed,2021-06-19,2025-03-05,2021-05-24,2024-12-11,4
UM0000750,Ella Robinson,Ella,Robinson,Female,1964-12-14,1964,B1 5SE,5473551721,GlobalHealth Ltd,C8781,Individual,S37074,Platinum,Standard,Active,2019-02-19,,2018-06-09,2024-02-22,6
UM0000751,Charlotte Evans,Charlotte,Evans,Female,1984-12-26,1984,UB1 6BQ,3674114536,BlueShield UK,C2216,Corporate,S50252,Platinum,Enhanced,Active,2018-03-06,,2018-02-09,2025-06-03,7
UM0000752,Ella Harris,Ella,Harris,Female,1979-09-06,1979,LS1 5BF,4414010826,Healthcare Co,C6553,Corporate,S28469,Bronze,Executive,Active,2013-04-29,,2012-08-10,2014-07-17,12
UM0000753,Jacob Thompson,Jacob,Thompson,Male,1980-05-21,1980,KT1 3XT,8668408425,BlueShield UK,C1736,Corporate,S60229,Executive,Enhanced,Active,2018-08-30,,2018-06-05,2028-04-30,7
UM0000754,Noah Thompson,Noah,Thompson,Male,1969-07-15,1969,KT1 7JF,0172134371,Mercer Group,C9202,Individual,S78018,Bronze,Executive,Active,2018-09-14,,2018-07-01,2020-11-10,7
UM0000755,Isabella Jones,Isabella,Jones,Female,1972-02-12,1972,KT1 3MQ,5579127841,BlueShield UK,C1648,Family,S29798,Gold,Executive,Active,2022-11-13,,2022-09-17,2026-08-09,2
UM0000756,Alfie Taylor,Alfie,Taylor,Male,1986-07-04,1986,KT1 3ZD,9359773920,GlobalHealth Ltd,C3727,Family,S12854,Enhanced,Enhanced,Active,2017-05-22,,2016-09-20,2020-01-08,8
UM0000757,George Williams,George,Williams,Male,1957-07-29,1957,SW1A 1ON,0549412533,Acme Corp,C9322,Individual,S30277,Standard,Standard,Active,2014-04-12,,2013-04-22,2022-10-06,11
UM0000758,Isabella Thomas,Isabella,Thomas,Female,1987-12-14,1987,N1 1UA,8716608271,Healthcare Co,C9924,Family,S51169,Silver,Executive,Active,2015-11-06,,2015-07-21,2016-12-29,9
UM0000759,Arthur White,Arthur,White,Male,1983-06-17,1983,EC1A 2LC,1044134676,GlobalHealth Ltd,C4554,Individual,S23770,Gold,Executive,Lapsed,2017-11-24,2023-08-26,2017-03-29,2024-07-15,7
UM0000760,Evie Harris,Evie,Harris,Female,1985-02-28,1985,BR1 6II,9420463706,Healthcare Co,C5934,Family,S52006,Platinum,Enhanced,Active,2012-10-16,,2012-06-04,2014-12-24,13
UM0000761,George Taylor,George,Taylor,Male,1985-02-28,1985,N1 1VS,3444097253,BlueShield UK,C8295,Family,S65589,Gold,Standard,Active,2013-03-23,,2012-10-03,2020-02-29,12
UM0000762,Sophia Wilson,Sophia,Wilson,Female,1996-09-17,1996,SW3 0VQ,8811632651,Acme Corp,C7754,Individual,S69266,Platinum,Executive,Active,2011-11-13,,2011-09-01,2019-12-29,13
UM0000763,Freddie White,Freddie,White,Male,1973-11-20,1973,NW1 6GT,8974331236,GlobalHealth Ltd,C5972,Individual,S80706,Standard,Enhanced,Active,2023-05-22,,2022-12-28,2027-12-17,2
UM0000764,Mia Thompson,Mia,Thompson,Female,1982-07-31,1982,NW1 5IT,3447576383,BlueShield UK,C8880,Individual,S63397,Platinum,Enhanced,Active,2011-11-27,,2011-08-01,2019-03-25,13
UM0000765,Arthur Robinson,Arthur,Robinson,Male,1976-03-21,1976,SW3 4FI,5155168483,Acme Corp,C3423,Family,S28903,Executive,Enhanced,Active,2013-02-24,,2012-04-19,2019-01-19,12
UM0000766,Isla Harris,Isla,Harris,Female,1982-10-29,1982,BR1 6AM,5930522968,TrustHealth Ltd,C3026,Corporate,S95414,Silver,Executive,Active,2023-09-21,,2023-09-05,2032-06-29,2
UM0000767,Jack Harris,Jack,Harris,Male,1980-03-20,1980,W1A 3VA,9100089216,GlobalHealth Ltd,C7091,Corporate,S81936,Bronze,Enhanced,Active,2013-09-16,,2013-06-06,2018-11-17,12
UM0000768,Henry Wilson,Henry,Wilson,Male,1949-06-09,1949,B1 0GR,6325348596,GlobalHealth Ltd,C8227,Corporate,S86637,Silver,Standard,Active,2021-06-10,,2021-04-26,2023-03-07,4
UM0000769,Emily White,Emily,White,Female,1990-10-09,1990,SE1 4JI,2717999322,Acme Corp,C8843,Family,S48282,Gold,Executive,Active,2014-03-21,,2013-06-22,2021-07-03,11
UM0000770,Amelia Wright,Amelia,Wright,Female,1987-10-31,1987,SE1 0UN,2315213125,Acme Corp,C3893,Corporate,S61987,Standard,Executive,Active,2014-03-14,,2014-03-02,2019-08-20,11
UM0000771,Isla Jones,Isla,Jones,Female,2005-03-05,2005,SE1 2HH,9178367569,TrustHealth Ltd,C4060,Individual,S18261,Gold,Standard,Active,2014-07-31,,2013-08-29,2017-09-25,11
UM0000772,Sophia Taylor,Sophia,Taylor,Female,1989-10-09,1989,EC1A 9IP,1040545173,Acme Corp,C5231,Individual,S50146,Bronze,Standard,Active,2015-09-22,,2015-08-03,2024-03-12,10
UM0000773,Jack Thomas,Jack,Thomas,Male,1948-06-28,1948,BR1 4KK,0899940459,Healthcare Co,C3528,Family,S62313,Executive,Executive,Active,2011-09-04,,2011-08-02,2018-02-06,14
UM0000774,George Davies,George,Davies,Male,1963-09-30,1963,NW1 3CV,8526531291,BlueShield UK,C7142,Individual,S55795,Enhanced,Executive,Active,2019-08-09,,2019-02-13,2021-07-17,6
UM0000775,Oliver Thompson,Oliver,Thompson,Male,1972-11-28,1972,UB1 6AU,6818818743,Acme Corp,C9988,Corporate,S63162,Enhanced,Standard,Active,2022-05-04,,2022-01-29,2026-10-08,3
UM0000776,Grace Thomas,Grace,Thomas,Female,1986-12-12,1986,BR1 5EB,3328040182,GlobalHealth Ltd,C5388,Corporate,S89955,Executive,Standard,Active,2015-05-07,,2014-10-26,2017-10-10,10
UM0000777,Alfie Wilson,Alfie,Wilson,Male,1974-04-06,1974,EC1A 7OU,0003233255,TrustHealth Ltd,C3685,Individual,S72629,Platinum,Executive,Active,2019-09-02,,2018-09-24,2021-02-08,6
UM0000778,Amelia Brown,Amelia,Brown,Female,1959-10-06,1959,SW1A 4OH,7921515188,BlueShield UK,C6454,Family,S41006,Standard,Enhanced,Active,2022-04-15,,2022-02-02,2026-07-24,3
UM0000779,Sophia Smith,Sophia,Smith,Female,1992-05-02,1992,BR1 8GG,2750492257,Mercer Group,C7994,Corporate,S96972,Silver,Standard,Active,2013-10-25,,2013-01-27,2019-10-24,12
UM0000780,Charlie Harris,Charlie,Harris,Male,1972-01-23,1972,UB1 0XS,4592853463,GlobalHealth Ltd,C8059,Individual,S71912,Bronze,Executive,Lapsed,2020-02-01,2023-02-02,2020-01-17,2023-02-17,5
UM0000781,George Davies,George,Davies,Male,1969-06-23,1969,LS1 6SD,3485501184,Acme Corp,C8878,Individual,S80065,Platinum,Standard,Active,2020-06-07,,2019-09-06,2023-09-30,5
UM0000782,Lily Jones,Lily,Jones,Female,1962-07-03,1962,W1A 0EB,7936157134,BlueShield UK,C2971,Individual,S23007,Enhanced,Standard,Active,2019-12-16,,2019-07-04,2027-03-12,5
UM0000783,Oliver Wilson,Oliver,Wilson,Male,1990-07-04,1990,LS1 6BP,3829920254,BlueShield UK,C1580,Corporate,S49456,Standard,Executive,Active,2021-11-02,,2021-09-14,2023-07-17,3
UM0000784,Ella Johnson,Ella,Johnson,Female,1975-07-21,1975,UB1 7PM,5609786933,Healthcare Co,C9023,Corporate,S35997,Standard,Executive,Active,2011-03-14,,2010-10-15,2014-07-05,14
UM0000785,Freddie Wilson,Freddie,Wilson,Male,1960-08-14,1960,LS1 3HX,7162346291,Acme Corp,C7299,Family,S12137,Platinum,Enhanced,Active,2015-12-29,,2015-08-27,2022-09-19,9
UM0000786,Poppy Harris,Poppy,Harris,Female,1993-11-27,1993,KT1 6LW,5988629546,Mercer Group,C8012,Individual,S87143,Gold,Executive,Active,2019-07-10,,2019-05-08,2027-06-04,6
UM0000787,Noah Evans,Noah,Evans,Male,1980-02-03,1980,EC1A 6ZZ,0003456271,Healthcare Co,C9897,Family,S82634,Executive,Executive,Active,2017-11-30,,2017-02-07,2022-01-07,7
UM0000788,Charlotte Johnson,Charlotte,Johnson,Female,1994-06-21,1994,EC1A 7AF,3061473571,Healthcare Co,C7632,Family,S21261,Platinum,Enhanced,Active,2013-06-20,,2013-02-19,2018-05-14,12
UM0000789,Ella Thompson,Ella,Thompson,Female,1983-12-05,1983,B1 5UQ,1809463243,GlobalHealth Ltd,C3330,Corporate,S59228,Enhanced,Enhanced,Active,2015-01-30,,2014-08-30,2018-03-18,10
UM0000790,Poppy Jones,Poppy,Jones,Female,1974-02-15,1974,SE1 3IN,8667930733,Acme Corp,C5002,Individual,S53414,Standard,Standard,Active,2021-01-27,,2020-07-17,2022-12-24,4
UM0000791,George Davies,George,Davies,Male,1981-04-08,1981,BR1 0BS,1235785934,Acme Corp,C3359,Individual,S61658,Executive,Standard,Active,2011-04-17,,2011-03-23,2019-06-26,14
UM0000792,Ava Thompson,Ava,Thompson,Female,1989-07-25,1989,BR1 5OM,7553483736,TrustHealth Ltd,C9698,Corporate,S66209,Standard,Enhanced,Active,2016-04-20,,2016-04-17,2017-11-21,9
UM0000793,Charlotte Robinson,Charlotte,Robinson,Female,1977-05-30,1977,SW1A 4AD,0032318651,Healthcare Co,C7642,Corporate,S38667,Executive,Enhanced,Active,2011-07-05,,2010-08-11,2019-05-29,14
UM0000794,Charlotte Johnson,Charlotte,Johnson,Female,1963-07-27,1963,BR1 4PW,1752666157,GlobalHealth Ltd,C9193,Individual,S90392,Enhanced,Standard,Active,2013-09-24,,2013-09-21,2017-06-03,12
UM0000795,Lily Williams,Lily,Williams,Female,1984-04-07,1984,BR1 4SH,8359261155,BlueShield UK,C3428,Individual,S47818,Executive,Enhanced,Active,2019-07-01,,2019-05-07,2023-06-17,6
UM0000796,Sophia Taylor,Sophia,Taylor,Female,1991-12-14,1991,SW3 6LY,0188197036,Healthcare Co,C1405,Individual,S85357,Executive,Executive,Active,2016-10-15,,2015-12-17,2023-04-05,9
UM0000797,Mia Davies,Mia,Davies,Female,1978-04-30,1978,B1 6ZO,6660719230,Healthcare Co,C6426,Corporate,S17124,Executive,Executive,Active,2023-04-25,,2023-01-30,2032-08-03,2
UM0000798,George Robinson,George,Robinson,Male,2001-07-05,2001,NW1 1OP,1098492592,TrustHealth Ltd,C6563,Corporate,S63539,Standard,Standard,Active,2017-10-29,,2016-12-17,2018-08-26,8
UM0000799,Evie Smith,Evie,Smith,Female,1986-02-25,1986,UB1 9HV,8575311751,BlueShield UK,C4366,Corporate,S56087,Enhanced,Enhanced,Active,2014-02-10,,2013-09-25,2020-12-24,11
UM0000800,Amelia Smith,Amelia,Smith,Female,1974-06-25,1974,E1 8UN,9190249453,GlobalHealth Ltd,C1116,Individual,S69799,Standard,Enhanced,Active,2017-12-15,,2017-05-07,2023-05-20,7
UM0000801,Oscar Thomas,Oscar,Thomas,Male,1995-01-10,1995,E1 6OP,9879417162,GlobalHealth Ltd,C2026,Individual,S13954,Silver,Standard,Active,2023-12-07,,2023-07-15,2030-02-22,1
UM0000802,Amelia Wilson,Amelia,Wilson,Female,1985-10-29,1985,UB1 6KQ,9922263186,Acme Corp,C1968,Family,S65645,Bronze,Enhanced,Active,2018-09-03,,2017-09-17,2023-11-24,7
UM0000803,Evie Robinson,Evie,Robinson,Female,1965-11-17,1965,BR1 4IN,1219122071,Acme Corp,C9516,Corporate,S13564,Platinum,Executive,Active,2017-04-23,,2016-06-29,2020-10-29,8
UM0000804,George Smith,George,Smith,Male,1984-02-16,1984,W1A 0QC,5181796558,GlobalHealth Ltd,C6248,Family,S18247,Silver,Enhanced,Active,2018-05-31,,2017-06-17,2026-08-02,7
UM0000805,Jacob Wright,Jacob,Wright,Male,1962-10-14,1962,SW1A 4MY,3252766358,GlobalHealth Ltd,C6603,Individual,S23190,Executive,Enhanced,Active,2023-06-09,,2022-09-26,2031-10-13,2
UM0000806,Henry Brown,Henry,Brown,Male,1976-04-18,1976,BR1 5QS,4125107377,TrustHealth Ltd,C1385,Family,S77656,Platinum,Enhanced,Active,2018-05-28,,2017-09-19,2025-04-26,7
UM0000807,Arthur Jones,Arthur,Jones,Male,1999-09-14,1999,E1 8PG,4028168695,Mercer Group,C3752,Individual,S39482,Platinum,Enhanced,Active,2013-11-30,,2013-08-09,2016-05-03,11
UM0000808,Ava White,Ava,White,Female,1991-10-12,1991,EC1A 5HG,3727365514,GlobalHealth Ltd,C4909,Individual,S40387,Gold,Enhanced,Active,2019-11-08,,2019-10-25,2025-08-09,5
UM0000809,Olivia Thompson,Olivia,Thompson,Female,1973-07-13,1973,M1 7BL,9001205763,TrustHealth Ltd,C7217,Individual,S17418,Enhanced,Standard,Active,2010-12-08,,2010-12-06,2018-02-21,14
UM0000810,Freddie Jones,Freddie,Jones,Male,1970-06-18,1970,SW3 2HP,3072597473,Acme Corp,C4536,Family,S34925,Executive,Enhanced,Active,2013-07-11,,2013-03-17,2019-12-04,12
UM0000811,Sophia Robinson,Sophia,Robinson,Female,1977-08-17,1977,N1 3RA,2478974915,BlueShield UK,C5218,Family,S80021,Standard,Enhanced,Active,2020-06-14,,2020-04-13,2026-05-23,5
UM0000812,Harry Harris,Harry,Harris,Male,1969-09-23,1969,NW1 0XD,0773804293,TrustHealth Ltd,C6377,Corporate,S95195,Executive,Executive,Active,2015-09-04,,2015-03-05,2024-06-17,10
UM0000813,Oscar Thomas,Oscar,Thomas,Male,1979-05-04,1979,W2 6BB,6803664986,GlobalHealth Ltd,C6032,Individual,S84394,Bronze,Executive,Lapsed,2010-09-06,2013-01-30,2009-10-30,2017-04-22,15
UM0000814,George Taylor,George,Taylor,Male,2002-07-21,2002,UB1 0HE,4025707661,TrustHealth Ltd,C8057,Individual,S89797,Executive,Executive,Pending,2018-10-23,,2018-05-08,2022-09-03,7
UM0000815,Amelia Thomas,Amelia,Thomas,Female,1973-01-07,1973,B1 9KV,7581163798,TrustHealth Ltd,C7398,Corporate,S80826,Standard,Executive,Active,2013-12-06,,2013-01-25,2022-07-10,11
UM0000816,Harry Robinson,Harry,Robinson,Male,1979-01-04,1979,SW3 0WL,5065280029,TrustHealth Ltd,C1802,Individual,S11840,Platinum,Executive,Active,2022-12-06,,2022-08-11,2029-12-24,2
UM0000817,Lily Robinson,Lily,Robinson,Female,1973-05-29,1973,W2 7LO,1102383140,BlueShield UK,C4618,Corporate,S97053,Bronze,Standard,Active,2020-01-27,,2019-07-24,2025-08-30,5
UM0000818,Isla Brown,Isla,Brown,Female,1981-08-23,1981,EC1A 5KQ,3797857677,Acme Corp,C8044,Individual,S54575,Bronze,Executive,Active,2011-08-23,,2011-07-07,2016-09-10,14
UM0000819,Olivia Wilson,Olivia,Wilson,Female,1971-08-13,1971,W2 1BF,7161064135,TrustHealth Ltd,C6482,Individual,S16073,Platinum,Standard,Active,2023-08-25,,2023-05-04,2032-08-28,2
UM0000820,Jack Jones,Jack,Jones,Male,1979-08-16,1979,EC1A 8MV,3514864618,Healthcare Co,C2891,Corporate,S97766,Silver,Enhanced,Active,2021-10-13,,2021-06-14,2024-07-15,4
UM0000821,Grace Jones,Grace,Jones,Female,1987-07-01,1987,SW3 2QI,8285593993,BlueShield UK,C9044,Individual,S76528,Platinum,Standard,Active,2018-10-26,,2018-03-13,2025-09-16,7
UM0000822,Olivia Robinson,Olivia,Robinson,Female,1982-02-20,1982,N1 8NK,1718945385,GlobalHealth Ltd,C3655,Individual,S97920,Platinum,Executive,Active,2017-10-15,,2017-05-07,2025-02-20,8
UM0000823,Oscar Jones,Oscar,Jones,Male,1976-08-17,1976,E1 0YY,3281374945,BlueShield UK,C2849,Individual,S21330,Gold,Enhanced,Active,2020-05-05,,2019-06-08,2028-02-17,5
UM0000824,Freddie Wilson,Freddie,Wilson,Male,1973-04-13,1973,W2 9ZD,4752368063,Healthcare Co,C3561,Family,S74319,Platinum,Standard,Active,2012-10-30,,2012-10-28,2014-09-12,13
UM0000825,Oscar Brown,Oscar,Brown,Male,1955-01-27,1955,BR1 8NQ,5794768093,Acme Corp,C8692,Individual,S51601,Enhanced,Executive,Active,2013-02-09,,2012-12-30,2019-12-21,12
UM0000826,Thomas Johnson,Thomas,Johnson,Male,1969-08-04,1969,BR1 0JC,9582986363,GlobalHealth Ltd,C2750,Individual,S23108,Silver,Standard,Active,2018-06-18,,2018-03-04,2027-11-18,7
UM0000827,Oscar Jones,Oscar,Jones,Male,1991-12-26,1991,HA1 9BW,7150568975,GlobalHealth Ltd,C9885,Individual,S58213,Gold,Standard,Active,2012-01-17,,2012-01-09,2021-02-25,13
UM0000828,Henry Wright,Henry,Wright,Male,1982-05-26,1982,W1A 5LK,9228474966,Mercer Group,C7665,Individual,S50147,Enhanced,Enhanced,Active,2010-10-31,,2010-07-31,2020-03-22,15
UM0000829,William Davies,William,Davies,Male,1978-06-10,1978,SE1 3NC,6157517375,Acme Corp,C1803,Individual,S64300,Executive,Executive,Active,2010-06-04,,2009-10-01,2014-01-22,15
UM0000830,Olivia Taylor,Olivia,Taylor,Female,1978-07-06,1978,EC1A 5VV,1973467653,Acme Corp,C4021,Corporate,S53870,Executive,Enhanced,Lapsed,2018-09-25,2025-04-01,2017-10-10,2024-12-16,7
UM0000831,Emily Evans,Emily,Evans,Female,1984-03-24,1984,W1A 6MW,4209046241,GlobalHealth Ltd,C6334,Corporate,S79273,Silver,Enhanced,Active,2013-02-28,,2012-03-01,2022-01-19,12
UM0000832,Poppy Thompson,Poppy,Thompson,Female,2000-10-05,2000,LS1 7NU,8448376178,Acme Corp,C7369,Family,S65602,Silver,Enhanced,Active,2013-03-14,,2012-06-10,2016-10-15,12
UM0000833,Ella Thomas,Ella,Thomas,Female,1996-06-01,1996,HA1 8EP,9613282234,Mercer Group,C1029,Family,S62221,Platinum,Executive,Active,2019-05-28,,2019-04-24,2029-03-06,6
UM0000834,Henry Wright,Henry,Wright,Male,1962-03-04,1962,EN1 2JT,3063502737,BlueShield UK,C4414,Corporate,S67500,Executive,Standard,Active,2012-12-12,,2012-06-08,2021-05-22,12
UM0000835,Thomas Wright,Thomas,Wright,Male,1973-06-11,1973,EN1 7RB,8763003023,Acme Corp,C7611,Family,S90704,Enhanced,Enhanced,Active,2013-07-09,,2013-06-02,2021-02-20,12
UM0000836,Amelia Davies,Amelia,Davies,Female,1984-01-26,1984,N1 8XN,8652421590,Healthcare Co,C5897,Corporate,S20842,Enhanced,Executive,Lapsed,2016-01-02,2019-05-21,2015-05-18,2020-10-08,9
UM0000837,Oliver Johnson,Oliver,Johnson,Male,1969-09-01,1969,EC1A 3QI,0473108470,TrustHealth Ltd,C5535,Corporate,S53045,Gold,Executive,Active,2012-12-12,,2012-09-12,2014-05-03,12
UM0000838,William Harris,William,Harris,Male,1977-04-02,1977,SW3 6KG,3734077706,TrustHealth Ltd,C7428,Individual,S54333,Silver,Executive,Active,2013-04-24,,2013-01-25,2021-12-04,12
